0.054487,0.0205772,0.00244694,0.0259478,0.0603429,0.0286084,0.00575816,0.0471604,0.0319566
0.0658069,0.0260356,0.00767095,0.022795,0.0790279,0.0146622,0.00575473,0.0572411,0.0846912
0.0832999,0.00556277,0.011403,0.0303803,0.0511281,0.0151101,0.0158461,0.0306312,0.0803984
0.0268282,0.0049945,0.00540986,0.0196625,0.052065,0.0134222,0.005588,0.011144,0.0193674
0.0975171,0.00619058,0.0285888,0.00446212,0.033011,0.0159855,0.0268367,0.0311466,0.195561
0.0643997,0.00896155,0.0238119,0.0256013,0.11053,0.0295539,0.0196928,0.044201,0.050681
0.065656,0.0203361,0.0219299,0.0278917,0.100508,0.0170026,0.021749,0.0251382,0.0403436
0.0801991,0.0219356,0.0292936,0.0222586,0.0642963,0.0275873,0.032987,0.0132313,0.159248
0.0447328,0.0168632,0.00738895,0.00950776,0.0120565,0.0104385,0.0107704,0.005578,0.0489384
0.0274706,0.00744258,0.00656078,0.0112242,0.0245344,0.00839149,0.00262779,0.0114672,0.0107505
0.119214,0.0267191,0.0109385,0.0109451,0.0203777,0.00299617,0.0381976,0.0543645,0.122443
0.0388681,0.0201145,0.0223361,0.0173856,0.158293,0.0173615,0.00732758,0.032876,0.0232856
0.0401162,0.0152773,0.0327827,0.0204803,0.143637,0.021883,0.00632077,0.0248915,0.0338468
0.0941672,0.0268455,0.00472382,0.00391321,0.0374762,0.0116965,0.0147527,0.0333194,0.208065
0.0374375,0.00865459,0.00934356,0.00682298,0.0376133,0.0112643,0.00670505,0.0110648,0.0177374
0.0252855,0.014431,0.00393867,0.013247,0.0162023,0.0163544,0.0125639,0.0127417,0.0105889
0.0248373,0.00612484,0.0146709,0.0161138,0.0343893,0.0186906,0.0112504,0.0114411,0.0148279
0.0884951,0.0187506,0.0030013,0.0432208,0.0549792,0.037723,0.0135207,0.0221126,0.0669971
0.107148,0.0149899,0.0178484,0.031687,0.0740051,0.0326016,0.00212755,0.0307214,0.120289
0.0323397,0.0107351,0.00915514,0.00669722,0.0182895,0.0044928,0.0142969,0.00588376,0.0268674
0.0401253,0.0445869,0.0174992,0.0138885,0.00488351,0.0277447,0.0200527,0.0286319,0.0178965
0.035164,0.0253801,0.0146198,0.0399119,0.00713586,0.00919524,0.0105269,0.00680933,0.0107941
0.0143128,0.0144366,0.0241283,0.00527434,0.0148,0.0270117,0.0203419,0.00102944,0.00117374
0.00715865,0.00686907,0.00837974,0.0094911,0.0150663,0.0147587,0.0107826,0.00320407,0
0.00759624,0.0113651,0.00822109,0.0183875,0.014125,0.0129203,0.0174386,0.0115815,0.00145584
0.113511,0.0170931,0.0223269,0.0660274,0.0247091,0.0327809,0.0205806,0.0618502,0.112715
0.150041,0.027787,0,0.0450574,0.0412217,0.00827286,0.0077063,0.0295386,0.101704
0.0231965,0.0103531,0.014753,0.0311371,0.0293048,0.0149686,0.00693109,0.0127335,0.00587398
0.0187143,0.00185939,0.00524082,0.0278897,0.0264054,0.0195251,0.00442612,0.0191563,0.00657393
0.10887,0.0432032,0.00383539,0.00783193,0.0067205,0.00999804,0.0125479,0.00783277,0.105199
0.112474,0.027454,0.0737282,0.0651821,0.0729581,0.031666,0,0.0384778,0.0742387
0.121644,0.0301445,0.00788479,0.00722886,0.00508997,0.0139634,0.00461382,0.00467506,0.109055
0.124887,0.0854116,0.024898,0.0508964,0.0435359,0.0281645,0,0.0444054,0.155857
0.173698,0.00403612,0.033103,0.0470108,0.0565327,0.0284495,0.0106642,0.0329197,0.109991
0.0192209,0.00206956,0.0114987,0.0171797,0.0242368,0.00679925,0.00690073,0.00530403,0.00777612
0.17683,0.0561685,0.0205044,0.0186698,0.021599,0.00237056,0.00611027,0.0131196,0.0412234
0.193434,0.0262677,0.0269718,0.024996,0.0301201,0.0107542,0.00724793,0.0125914,0.0642561
0.0204109,0.023559,0.0286456,0.0257774,0.0129808,0.00364636,0.00590992,0.00165992,0
0.1342,0.0298243,0.0608014,0.122495,0.273723,0.0694962,0.0662287,0.0436853,0.0636284
0.504281,0.127546,0,0.0797517,0.411494,0.0489537,0.0918011,0.0254806,0.244515
0.0168181,0.00657052,0.0132797,0.0033516,0.0283706,0.0236793,0.00813566,0.0743051,0.0650313
0.0375763,0.00569127,0.000651073,0.0167105,0.00624104,0.0243296,0.0245364,0.102027,0.042336
0.0390761,0.013282,0.00492626,0.0165977,0.0273111,0.0135328,0.0243768,0.0853276,0.164791
0.0158636,0.00198865,0.00596134,0.00955497,0.020291,0.025624,0.00818934,0.0135126,0.00587707
